Material,a,b,Stability,Composition,Li,Be,Na,Mg,Al,Si,P,S,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,La,Ce,Pr,Nd,Pm,Eu,Gd,Tb,Dy,Ho,Er,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Ac,Pa,avg_s_ve,avg_p_ve,avg_d_ve,avg_f_ve,frac_s_ve,frac_p_ve,frac_d_ve,frac_f_ve,MolWeight
NbSiTc2,4.354,4.354,stable,Nb1 Si1 Tc2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.5,3.5,0,0.304347826,0.086956522,0.608695652,0,316.99188
NbSnRu2,4.51,4.51,stable,Nb1 Sn1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.5,7,0,0.142857143,0.057142857,0.8,0,413.75638
NbTc2Ge,4.402,4.402,stable,Nb1 Tc2 Ge1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.5,6,0,0.212121212,0.060606061,0.727272727,0,361.54638
NbTc2Sn,4.537,4.537,stable,Nb1 Tc2 Sn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.5,6,0,0.212121212,0.060606061,0.727272727,0,407.61638
NbZnCo2,4.174,4.174,stable,Nb1 Zn1 Co2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,7,0,0.2,0,0.8,0,276.18178
NbZnRh2,4.374,4.374,stable,Nb1 Zn1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,7.5,0,0.142857143,0,0.857142857,0,364.12638
NbZnRu2,4.361,4.361,stable,Nb1 Zn1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,7,0,0.151515152,0,0.848484848,0,360.45538
NdInNi2,6.566,8.174,stable,Nd1 In1 Ni2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,6.5,1,0.205128205,0.025641026,0.666666667,0.102564103,376.4448
PaAlFe2,4.501,4.501,stable,Pa1 Al1 Fe2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0.25,3.25,0.5,0.333333333,0.041666667,0.541666667,0.083333333,369.707418
PaGaFe2,4.497,4.497,unstable,Pa1 Ga1 Fe2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0.25,5.75,0.5,0.235294118,0.029411765,0.676470588,0.058823529,412.44888
PmInNi2,4.637,4.637,stable,Pm1 In1 Ni2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,6.5,1.25,0.2,0.025,0.65,0.125,377.2048
Sc2AgHg,4.894,4.894,stable,Sc2 Ag1 Hg1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,1.75,0,5.5,3.5,0.162790698,0,0.511627907,0.325581395,398.37002
Sc2AgOs,4.657,4.657,stable,Sc2 Ag1 Os1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.75,0,4.5,3.5,0.179487179,0,0.461538462,0.358974359,388.01002
Sc2AgRu,4.661,4.661,stable,Sc2 Ag1 Ru1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4.75,0,0.24,0,0.76,0,298.85002
Sc2AlOs,4.638,4.638,unstable,Sc2 Al1 Os1,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0.25,2,3.5,0.258064516,0.032258065,0.258064516,0.451612903,307.123358
Sc2AlTc,4.674,4.674,stable,Sc2 Al1 Tc1,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,1.75,0,0.5,0.0625,0.4375,0,214.893358
Sc2AlZn,4.755,4.755,stable,Sc2 Al1 Zn1,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,3,0,0.380952381,0.047619048,0.571428571,0,182.302358
Sc2CdIn,5.002,5.002,stable,Sc2 Cd1 In1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,5.5,0,0.258064516,0.032258065,0.709677419,0,317.14082
Sc2CoOs,4.477,4.477,stable,Sc2 Co1 Os1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,3.75,3.5,0.216216216,0,0.405405405,0.378378378,339.07502
Sc2CoRu,4.462,4.462,stable,Sc2 Co1 Ru1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4,0,0.304347826,0,0.695652174,0,249.91502
Sc2CuOs,4.549,4.549,stable,Sc2 Cu1 Os1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.75,0,4.5,3.5,0.179487179,0,0.461538462,0.358974359,343.68782
Sc2CuPt,4.613,4.613,stable,Sc2 Cu1 Pt1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.5,0,5.25,3.5,0.146341463,0,0.512195122,0.341463415,348.53582
Sc2CuRu,4.545,4.545,stable,Sc2 Cu1 Ru1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4.75,0,0.24,0,0.76,0,254.52782
Sc2GaCu,4.666,4.666,stable,Sc2 Ga1 Cu1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.25,5.5,0,0.233333333,0.033333333,0.733333333,0,223.18082
Sc2GaOs,4.617,4.617,unstable,Sc2 Ga1 Os1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0.25,4.5,3.5,0.195121951,0.024390244,0.43902439,0.341463415,349.86482
Sc2GaRu,4.62,4.62,unstable,Sc2 Ga1 Ru1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.25,4.75,0,0.259259259,0.037037037,0.703703704,0,260.70482
Sc2InAg,4.943,4.943,stable,Sc2 In1 Ag1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.25,5.5,0,0.233333333,0.033333333,0.733333333,0,312.59802
Sc2IrPd,4.603,4.603,stable,Sc2 Ir1 Pd1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.5,0,4.75,3.5,0.153846154,0,0.487179487,0.358974359,388.54882
Sc2IrRu,4.534,4.534,stable,Sc2 Ir1 Ru1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.75,0,4,3.5,0.189189189,0,0.432432432,0.378378378,383.19882
Sc2NiIr,4.512,4.512,stable,Sc2 Ni1 Ir1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4.25,3.5,0.205128205,0,0.435897436,0.358974359,340.82222
Sc2NiOs,4.499,4.499,stable,Sc2 Ni1 Os1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,4,3.5,0.210526316,0,0.421052632,0.368421053,338.83522
Sc2NiPt,4.563,4.563,stable,Sc2 Ni1 Pt1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.75,0,4.75,3.5,0.175,0,0.475,0.35,343.68322
Sc2NiRu,4.493,4.493,stable,Sc2 Ni1 Ru1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,0,0.291666667,0,0.708333333,0,249.67522
Sc2OsPt,4.578,4.578,stable,Sc2 Os1 Pt1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,1.75,0,4.25,7,0.134615385,0,0.326923077,0.538461538,475.21982
Sc2PdPt,4.654,4.654,stable,Sc2 Pd1 Pt1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.25,0,5.25,3.5,0.125,0,0.525,0.35,391.40982
Sc2PdRu,4.581,4.581,stable,Sc2 Pd1 Ru1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,4.75,0,0.208333333,0,0.791666667,0,297.40182
Sc2RuAu,4.6525,4.6525,stable,Sc2 Ru1 Au1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1.5,0,4.75,3.5,0.153846154,0,0.487179487,0.358974359,387.94837
Sc2RuPt,4.572,4.572,stable,Sc2 Ru1 Pt1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.5,0,4.5,3.5,0.157894737,0,0.473684211,0.368421053,386.05982
Sc2RuRh,4.532,4.532,stable,Sc2 Ru1 Rh1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4.25,0,0.260869565,0,0.739130435,0,293.88732
Sc2TlCd,5.021,5.021,stable,Sc2 Tl1 Cd1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,0.25,5.5,3.5,0.177777778,0.022222222,0.488888889,0.311111111,406.70612
Sc2TlHg,5.013,5.013,stable,Sc2 Tl1 Hg1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,2,0.25,5.5,7,0.13559322,0.016949153,0.372881356,0.474576271,494.88512
Sc2TlZn,4.906,4.906,stable,Sc2 Tl1 Zn1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,0.25,5.5,3.5,0.177777778,0.022222222,0.488888889,0.311111111,359.70412
Sc2ZnAu,4.755,4.755,stable,Sc2 Zn1 Au1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1.75,0,5.5,3.5,0.162790698,0,0.511627907,0.325581395,352.28737
Sc2ZnGa,4.714,4.714,stable,Sc2 Zn1 Ga1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,5.5,0,0.258064516,0.032258065,0.709677419,0,225.04382
Sc2ZnIr,4.617,4.617,stable,Sc2 Zn1 Ir1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4.75,3.5,0.195121951,0,0.463414634,0.341463415,347.53782
Sc2ZnOs,4.605,4.605,stable,Sc2 Zn1 Os1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,4.5,3.5,0.2,0,0.45,0.35,345.55082
Sc2ZnPt,4.671,4.671,stable,Sc2 Zn1 Pt1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1.75,0,5.25,3.5,0.166666667,0,0.5,0.333333333,350.39882
Sc2ZnRu,4.607,4.607,stable,Sc2 Zn1 Ru1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.75,0,0.269230769,0,0.730769231,0,256.39082
ScAlAg2,4.639,4.639,stable,Sc1 Al1 Ag2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,5.25,0,0.214285714,0.035714286,0.75,0,287.673848
ScAlAu2,4.632,4.632,stable,Sc1 Al1 Au2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.5,0.25,5.25,7,0.107142857,0.017857143,0.375,0.5,465.870548
ScAlCo2,4.189,4.189,stable,Sc1 Al1 Co2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,3.75,0,0.333333333,0.041666667,0.625,0,189.803848
ScAlCu2,4.357,4.357,stable,Sc1 Al1 Cu2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,5.25,0,0.214285714,0.035714286,0.75,0,199.029448
ScAlIr2,4.39,4.39,stable,Sc1 Al1 Ir2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0.25,3.75,7,0.153846154,0.019230769,0.288461538,0.538461538,456.371448
ScAlNi2,4.249,4.249,stable,Sc1 Al1 Ni2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,4.25,0,0.307692308,0.038461538,0.653846154,0,189.324248
ScAlPd2,4.49,4.49,unstable,Sc1 Al1 Pd2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,5.25,0,0.153846154,0.038461538,0.807692308,0,284.777448
ScAlRh2,4.378,4.378,stable,Sc1 Al1 Rh2,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,4.25,0,0.25,0.041666667,0.708333333,0,277.748448
ScCdAg2,4.752,4.752,stable,Sc1 Cd1 Ag2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,7.75,0,0.162162162,0,0.837837838,0,373.10331
ScCdHg2,4.916,4.916,unstable,Sc1 Cd1 Hg2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,7.75,7,0.119402985,0,0.462686567,0.417910448,558.54691
ScCdPd2,4.613,4.613,stable,Sc1 Cd1 Pd2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.75,0,0.114285714,0,0.885714286,0,370.20691
ScCdRh2,4.528,4.528,stable,Sc1 Cd1 Rh2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,6.75,0,0.181818182,0,0.818181818,0,363.17791
ScCo2Sn,4.374,4.374,stable,Sc1 Co2 Sn1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,6.25,0,0.228571429,0.057142857,0.714285714,0,281.53231
ScGaCu2,4.337,4.337,stable,Sc1 Ga1 Cu2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,7.75,0,0.157894737,0.026315789,0.815789474,0,241.77091
ScGaIr2,4.3995,4.3995,stable,Sc1 Ga1 Ir2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0.25,6.25,7,0.129032258,0.016129032,0.403225806,0.451612903,499.11291
ScGaNi2,4.235,4.235,stable,Sc1 Ga1 Ni2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,6.75,0,0.222222222,0.027777778,0.75,0,232.06571
ScGaPd2,4.488,4.488,stable,Sc1 Ga1 Pd2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,7.75,0,0.111111111,0.027777778,0.861111111,0,327.51891
ScGaRu2,4.381,4.381,stable,Sc1 Ga1 Ru2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,6.25,0,0.1875,0.03125,0.78125,0,316.81891
